station,elevation,date,T2M_MIN,T2M_MAX,T2M_RANGE,RH2M,WS2M,PS,PRECTOTCORR,frost
Puno,3825,2000-11-09,10.59,20.05,9.46,62.2,2.97,63.29,0.0,0
Puno,3825,2000-11-10,11.89,22.18,10.29,42.8,1.36,62.7,0.063,0
Puno,3825,2000-11-11,8.69,16.06,7.37,70.3,1.96,61.99,0.0,0
Puno,3825,2000-11-12,10.4,18.86,8.46,51.2,3.38,63.89,0.154,0
Puno,3825,2000-11-13,7.95,13.2,5.25,71.8,3.93,62.99,0.002,0
Puno,3825,2000-11-14,9.6,18.53,8.92,75.8,5.06,63.31,0.48,0
Puno,3825,2000-11-15,8.57,18.49,9.92,78.1,4.84,63.65,0.031,0
Puno,3825,2000-11-16,9.14,16.24,7.1,61.5,6.93,63.31,0.001,0
Puno,3825,2000-11-17,10.42,23.78,13.36,57.6,1.36,62.19,0.06,0
Puno,3825,2000-11-18,6.93,13.23,6.31,55.8,2.99,63.56,0.035,0
Puno,3825,2000-11-19,14.25,23.72,9.47,52.3,1.55,63.86,0.001,0
Puno,3825,2000-11-20,6.57,17.65,11.08,64.5,6.31,63.4,0.134,0
Puno,3825,2000-11-21,6.1,14.61,8.51,62.1,2.39,63.67,0.005,0
Puno,3825,2000-11-22,12.09,20.32,8.23,51.7,6.04,63.77,0.004,0
Puno,3825,2000-11-23,11.21,15.99,4.78,47.6,6.7,62.65,0.01,0
Puno,3825,2000-11-24,10.84,23.45,12.61,62.3,4.41,62.61,0.008,0
Puno,3825,2000-11-25,10.92,19.28,8.36,57.7,4.14,65.27,0.057,0
Puno,3825,2000-11-26,9.34,19.71,10.37,48.4,3.59,64.37,0.002,0
Puno,3825,2000-11-27,7.19,17.97,10.78,76.7,2.8,62.99,0.024,0
Puno,3825,2000-11-28,9.66,16.83,7.16,89.2,2.54,63.73,0.0,0
Puno,3825,2000-11-29,7.85,16.25,8.4,78.5,3.18,62.1,0.022,0
Puno,3825,2000-11-30,12.01,24.73,12.72,53.8,7.51,62.44,0.0,0
Puno,3825,2000-12-01,9.25,15.14,5.88,64.1,1.21,61.8,0.0,0
Puno,3825,2000-12-02,7.59,22.59,15.0,86.9,3.95,63.33,0.006,0
Puno,3825,2000-12-03,8.88,15.87,6.99,48.6,5.06,63.34,0.002,0
Puno,3825,2000-12-04,10.75,16.55,5.8,75.5,2.87,64.13,0.003,0
Puno,3825,2000-12-05,8.36,17.86,9.5,45.1,4.42,62.83,0.02,0
Puno,3825,2000-12-06,7.7,23.05,15.35,89.2,0.19,64.11,0.001,0
Puno,3825,2000-12-07,10.43,14.28,3.85,58.8,6.42,63.7,0.012,0
Puno,3825,2000-12-08,10.4,19.23,8.83,95.0,5.99,65.5,0.0,0
Puno,3825,2000-12-09,8.52,19.12,10.59,89.8,3.28,64.71,0.007,0
Puno,3825,2000-12-10,8.63,18.01,9.39,64.2,1.56,64.53,0.002,0
Puno,3825,2000-12-11,10.42,20.81,10.39,55.1,5.24,63.88,0.0,0
Puno,3825,2000-12-12,6.28,13.63,7.35,69.2,0.97,62.15,0.002,0
Puno,3825,2000-12-13,6.34,14.05,7.71,64.1,1.29,63.33,0.001,0
Puno,3825,2000-12-14,8.06,17.07,9.01,60.5,3.38,65.29,0.006,0
Puno,3825,2000-12-15,9.27,15.56,6.29,42.6,6.84,63.55,0.0,0
Puno,3825,2000-12-16,10.59,19.95,9.36,58.3,4.91,62.22,0.0,0
Puno,3825,2000-12-17,13.52,21.95,8.43,49.2,2.08,63.38,0.0,0
Puno,3825,2000-12-18,12.02,20.26,8.24,73.0,0.0,62.05,0.0,0
Puno,3825,2000-12-19,9.49,19.97,10.49,80.0,3.59,62.19,0.0,0
Puno,3825,2000-12-20,9.87,14.4,4.53,76.5,4.05,63.46,0.0,0
Puno,3825,2000-12-21,7.43,16.45,9.02,71.7,3.34,63.78,0.0,0
Puno,3825,2000-12-22,9.88,26.06,16.18,54.3,7.47,62.24,0.0,0
Puno,3825,2000-12-23,9.16,15.84,6.68,69.4,3.21,62.48,0.0,0
Puno,3825,2000-12-24,10.69,24.05,13.36,77.3,0.0,61.62,0.002,0
Puno,3825,2000-12-25,7.76,17.71,9.95,58.9,2.6,62.91,0.0,0
Puno,3825,2000-12-26,11.16,19.3,8.14,67.9,4.5,61.1,0.0,0
Puno,3825,2000-12-27,13.67,19.84,6.16,63.5,4.35,62.74,0.0,0
Puno,3825,2000-12-28,9.59,19.88,10.29,90.1,3.11,63.12,0.0,0
Puno,3825,2000-12-29,10.84,24.84,14.0,78.5,2.75,61.29,0.001,0
Puno,3825,2000-12-30,11.56,20.43,8.88,75.0,0.0,62.03,0.001,0
Puno,3825,2000-12-31,8.82,18.59,9.77,43.3,3.69,62.98,0.07,0
Puno,3825,2001-01-01,10.36,23.22,12.86,69.4,2.76,62.85,0.0,0
Puno,3825,2001-01-02,9.8,20.82,11.02,65.1,4.05,62.89,0.002,0
Puno,3825,2001-01-03,10.0,15.7,5.7,65.0,4.58,63.33,0.001,0
Puno,3825,2001-01-04,7.77,18.18,10.41,46.1,6.23,61.37,0.005,0
Puno,3825,2001-01-05,9.7,24.11,14.41,52.3,1.4,63.75,0.0,0
Puno,3825,2001-01-06,10.89,20.99,10.1,66.3,0.65,62.72,0.0,0
Puno,3825,2001-01-07,13.27,15.83,2.56,82.2,2.24,62.45,0.012,0
Puno,3825,2001-01-08,12.01,23.37,11.36,58.8,1.88,61.18,0.016,0
Puno,3825,2001-01-09,15.01,24.76,9.75,60.7,1.68,62.77,0.002,0
Puno,3825,2001-01-10,7.67,12.89,5.22,93.5,6.68,63.55,0.053,0
Puno,3825,2001-01-11,11.77,17.44,5.67,63.3,3.83,63.18,0.007,0
Puno,3825,2001-01-12,10.01,23.15,13.14,66.2,7.84,63.21,0.118,0
Puno,3825,2001-01-13,14.96,23.35,8.39,65.0,3.49,62.7,0.04,0
Puno,3825,2001-01-14,7.48,15.41,7.94,50.1,0.92,62.98,0.003,0
Puno,3825,2001-01-15,7.38,17.8,10.41,77.1,1.72,61.93,0.028,0
Puno,3825,2001-01-16,7.94,16.68,8.74,59.8,5.75,63.04,0.02,0
Puno,3825,2001-01-17,4.1,14.96,10.86,69.8,1.01,62.55,0.017,0
Puno,3825,2001-01-18,8.04,18.08,10.04,75.3,4.73,61.92,0.06,0
Puno,3825,2001-01-19,7.43,14.71,7.28,95.0,2.72,63.8,0.001,0
Puno,3825,2001-01-20,9.58,18.82,9.24,50.4,1.45,61.47,0.001,0
Puno,3825,2001-01-21,9.98,21.92,11.95,80.9,6.55,63.57,0.0,0
Puno,3825,2001-01-22,13.79,24.64,10.86,79.9,2.21,63.63,0.092,0
Puno,3825,2001-01-23,11.41,21.95,10.54,59.6,1.68,62.51,0.019,0
Puno,3825,2001-01-24,7.54,23.77,16.23,78.1,3.33,64.07,0.022,0
Puno,3825,2001-01-25,6.64,19.52,12.88,93.1,2.38,62.49,0.22,0
Puno,3825,2001-01-26,10.11,23.36,13.25,58.4,8.37,62.43,0.303,0
Puno,3825,2001-01-27,5.55,15.98,10.43,74.0,5.83,61.84,0.189,0
Puno,3825,2001-01-28,13.36,24.91,11.54,74.0,2.2,63.03,0.009,0
Puno,3825,2001-01-29,11.66,21.41,9.75,76.4,2.45,62.08,0.097,0
Puno,3825,2001-01-30,7.5,20.67,13.16,81.0,0.0,62.25,0.0,0
Puno,3825,2001-01-31,4.38,15.09,10.71,73.6,3.8,62.98,0.079,0
Puno,3825,2001-02-01,12.01,23.68,11.67,76.2,1.86,63.02,0.0,0
Puno,3825,2001-02-02,8.34,19.86,11.53,57.4,3.69,64.3,0.189,0
Puno,3825,2001-02-03,11.62,22.67,11.05,71.6,0.0,63.97,0.063,0
Puno,3825,2001-02-04,4.44,23.8,19.36,64.8,3.44,63.59,0.01,0
Puno,3825,2001-02-05,6.82,16.11,9.3,53.6,7.24,62.9,0.034,0
Puno,3825,2001-02-06,8.27,17.57,9.3,63.4,3.62,62.64,0.141,0
Puno,3825,2001-02-07,8.3,21.46,13.16,74.3,1.8,63.02,0.128,0
Puno,3825,2001-02-08,6.98,16.56,9.58,77.1,3.45,62.49,0.021,0
Puno,3825,2001-02-09,9.61,20.06,10.45,52.5,3.36,62.34,0.002,0
Puno,3825,2001-02-10,5.34,13.59,8.26,58.5,8.32,62.96,0.0,0
Puno,3825,2001-02-11,7.53,20.22,12.7,81.2,2.77,62.16,0.012,0
Puno,3825,2001-02-12,8.08,20.84,12.76,78.1,0.85,62.23,0.011,0
Puno,3825,2001-02-13,9.01,19.5,10.49,83.2,3.55,64.0,0.144,0
Puno,3825,2001-02-14,9.4,22.81,13.4,89.8,3.93,61.66,0.005,0
Puno,3825,2001-02-15,4.71,10.93,6.22,79.7,4.74,62.0,0.0,0
Puno,3825,2001-02-16,3.63,13.09,9.47,66.7,5.16,64.32,0.17,0
Puno,3825,2001-02-17,10.53,21.53,10.99,72.1,7.8,62.65,0.004,0
Puno,3825,2001-02-18,8.07,16.28,8.21,94.6,2.19,64.42,0.049,0
Puno,3825,2001-02-19,5.29,11.91,6.62,95.0,1.99,61.87,0.0,0
Puno,3825,2001-02-20,10.93,21.61,10.68,77.1,0.0,63.12,0.0,0
Puno,3825,2001-02-21,7.28,20.78,13.5,79.2,4.96,63.81,0.182,0
Puno,3825,2001-02-22,9.83,25.0,15.17,81.2,1.55,62.14,0.682,0
Puno,3825,2001-02-23,7.0,17.07,10.07,72.2,5.46,64.72,0.044,0
Puno,3825,2001-02-24,11.88,25.56,13.68,86.8,2.42,62.65,0.0,0
Puno,3825,2001-02-25,11.05,24.47,13.43,84.9,7.3,63.55,0.005,0
Puno,3825,2001-02-26,5.96,21.04,15.07,77.3,0.35,62.36,0.0,0
Puno,3825,2001-02-27,8.9,19.6,10.7,67.1,5.75,64.53,0.008,0
Puno,3825,2001-02-28,7.93,14.59,6.66,50.6,5.49,63.35,0.317,0
Puno,3825,2001-03-01,9.65,21.57,11.91,81.7,4.66,65.14,0.429,0
Puno,3825,2001-03-02,3.72,12.62,8.9,76.2,1.04,64.22,0.003,0
Puno,3825,2001-03-03,7.77,17.5,9.73,61.7,4.67,63.88,0.272,0
Puno,3825,2001-03-04,8.6,19.52,10.92,56.0,3.78,62.09,0.125,0
Puno,3825,2001-03-05,1.44,12.28,10.83,83.3,0.0,63.13,0.835,0
Puno,3825,2001-03-06,2.84,15.04,12.2,51.2,6.93,62.73,0.112,0
Puno,3825,2001-03-07,0.56,14.34,13.78,78.6,2.74,63.07,0.11,0
Puno,3825,2001-03-08,4.9,15.7,10.8,84.9,6.76,63.19,0.004,0
Puno,3825,2001-03-09,7.25,20.2,12.95,80.1,3.35,62.14,0.004,0
Puno,3825,2001-03-10,9.1,21.0,11.9,66.4,5.66,62.89,0.058,0
Puno,3825,2001-03-11,5.42,19.91,14.49,55.6,1.61,62.95,0.002,0
Puno,3825,2001-03-12,9.18,20.53,11.35,80.2,3.97,62.03,0.047,0
Puno,3825,2001-03-13,1.58,13.25,11.67,91.1,3.82,63.84,0.051,0
Puno,3825,2001-03-14,0.71,11.56,10.85,66.5,2.79,63.26,0.019,0
Puno,3825,2001-03-15,4.74,16.2,11.46,80.5,1.59,63.86,0.026,0
Puno,3825,2001-03-16,5.74,15.47,9.73,95.0,0.0,63.53,0.009,0
Puno,3825,2001-03-17,4.56,14.02,9.46,78.2,1.64,61.33,0.003,0
Puno,3825,2001-03-18,-0.61,13.5,14.11,69.5,5.04,62.21,0.022,1
Puno,3825,2001-03-19,4.3,13.21,8.92,88.2,0.43,64.7,0.244,0
Puno,3825,2001-03-20,1.14,12.21,11.06,64.2,0.89,63.83,0.089,0
Puno,3825,2001-03-21,5.97,20.77,14.81,54.9,0.34,61.42,0.254,0
Puno,3825,2001-03-22,5.09,16.07,10.98,84.8,3.96,63.51,0.109,0
Puno,3825,2001-03-23,1.7,16.0,14.3,68.7,1.53,62.21,0.133,0
Puno,3825,2001-03-24,2.58,12.91,10.32,69.7,6.18,60.95,0.366,0
Puno,3825,2001-03-25,1.13,10.17,9.04,65.8,5.12,64.7,0.418,0
Puno,3825,2001-03-26,3.49,11.01,7.52,67.3,3.94,63.12,0.002,0
Puno,3825,2001-03-27,5.88,21.55,15.67,92.9,4.17,63.26,0.005,0
Puno,3825,2001-03-28,0.95,9.76,8.81,95.0,1.82,61.79,0.067,0
Puno,3825,2001-03-29,4.54,18.63,14.09,95.0,1.82,61.89,0.022,0
Puno,3825,2001-03-30,1.84,11.04,9.2,89.7,5.06,61.45,0.85,0
Puno,3825,2001-03-31,1.13,16.82,15.69,81.2,5.51,64.46,0.009,0
Puno,3825,2001-04-01,2.7,20.88,18.18,54.1,5.04,61.4,0.028,0
Puno,3825,2001-04-02,0.23,7.51,7.28,72.3,2.46,64.66,0.511,0
Puno,3825,2001-04-03,1.34,10.3,8.96,95.0,2.64,62.06,0.012,0
Puno,3825,2001-04-04,-0.33,13.83,14.16,69.0,1.45,61.81,0.061,1
Puno,3825,2001-04-05,7.42,20.86,13.43,94.0,5.19,62.99,0.001,0
Puno,3825,2001-04-06,2.51,16.68,14.17,75.0,0.0,62.36,0.079,0
Puno,3825,2001-04-07,0.59,10.98,10.38,37.3,0.0,63.14,0.471,0
Puno,3825,2001-04-08,2.72,20.27,17.55,83.1,0.0,62.17,0.114,0
Puno,3825,2001-04-09,1.83,14.14,12.31,92.1,0.0,62.73,0.035,0
Puno,3825,2001-04-10,1.48,10.05,8.57,73.8,6.49,62.28,1.155,0
Puno,3825,2001-04-11,3.46,14.73,11.26,91.2,5.23,63.9,0.032,0
Puno,3825,2001-04-12,3.76,12.36,8.6,50.4,0.86,63.55,0.318,0
Puno,3825,2001-04-13,0.48,16.9,16.41,55.4,3.27,63.29,0.033,0
Puno,3825,2001-04-14,0.28,10.38,10.1,77.7,6.72,64.1,0.022,0
Puno,3825,2001-04-15,0.92,14.24,13.32,81.3,4.6,63.31,0.459,0
Puno,3825,2001-04-16,-4.27,6.35,10.62,95.0,8.15,63.22,0.167,1
Puno,3825,2001-04-17,-2.4,7.81,10.2,84.5,3.25,62.92,0.895,1
Puno,3825,2001-04-18,4.73,11.3,6.57,56.7,2.06,62.33,0.043,0
Puno,3825,2001-04-19,5.33,18.91,13.58,76.2,1.12,62.33,1.783,0
Puno,3825,2001-04-20,0.43,15.97,15.53,83.0,3.55,63.19,0.497,0
Puno,3825,2001-04-21,2.45,11.77,9.32,47.7,5.56,64.06,0.393,0
Puno,3825,2001-04-22,1.7,9.25,7.55,73.6,3.72,63.61,0.443,0
Puno,3825,2001-04-23,8.52,22.63,14.11,67.4,2.71,63.61,1.143,0
Puno,3825,2001-04-24,3.56,10.8,7.24,64.4,6.26,61.94,0.462,0
Puno,3825,2001-04-25,0.4,15.65,15.25,81.5,4.66,63.57,1.39,0
Puno,3825,2001-04-26,-1.84,7.45,9.29,59.0,3.25,62.64,0.266,1
Puno,3825,2001-04-27,-3.54,5.18,8.72,81.4,1.81,63.22,0.332,1
Puno,3825,2001-04-28,0.86,13.35,12.49,82.1,2.94,63.59,0.561,0
Puno,3825,2001-04-29,-1.61,7.26,8.87,90.1,4.54,61.89,0.186,1
Puno,3825,2001-04-30,-3.35,6.43,9.78,59.7,1.78,63.2,0.0,1
Puno,3825,2001-05-01,-1.47,11.27,12.73,53.7,0.79,63.28,1.517,1
Puno,3825,2001-05-02,-2.65,2.27,4.92,79.0,2.44,64.04,0.226,1
Puno,3825,2001-05-03,4.14,20.45,16.31,69.0,3.39,62.53,0.583,0
Puno,3825,2001-05-04,2.03,13.85,11.81,95.0,6.5,62.98,0.001,0
Puno,3825,2001-05-05,-0.25,7.8,8.05,80.7,0.95,63.21,0.041,1
Puno,3825,2001-05-06,3.42,12.23,8.8,73.9,4.0,62.53,0.242,0
Puno,3825,2001-05-07,-0.19,14.22,14.41,71.7,2.89,62.51,0.44,1
Puno,3825,2001-05-08,-2.58,10.72,13.3,57.8,3.0,62.47,0.739,1
Puno,3825,2001-05-09,3.29,18.77,15.48,80.9,6.89,62.91,1.479,0
Puno,3825,2001-05-10,0.77,10.43,9.66,72.6,3.68,64.79,0.38,0
Puno,3825,2001-05-11,-3.25,9.13,12.38,73.8,1.49,62.95,0.019,1
Puno,3825,2001-05-12,-1.19,11.53,12.72,75.5,5.46,63.53,3.79,1
Puno,3825,2001-05-13,-2.94,10.51,13.45,77.7,5.29,63.07,1.118,1
Puno,3825,2001-05-14,-4.31,10.33,14.64,50.7,1.3,62.73,0.124,1
Puno,3825,2001-05-15,1.38,10.83,9.45,85.0,0.88,63.02,0.004,0
Puno,3825,2001-05-16,3.78,14.9,11.12,60.6,4.4,63.81,0.019,0
Puno,3825,2001-05-17,-4.48,5.23,9.7,72.9,3.43,62.99,0.003,1
Puno,3825,2001-05-18,0.34,11.58,11.24,91.4,2.46,62.88,0.358,0
Puno,3825,2001-05-19,-2.69,10.63,13.32,95.0,5.82,62.81,0.039,1
Puno,3825,2001-05-20,-2.27,4.43,6.7,50.2,2.2,62.05,0.301,1
Puno,3825,2001-05-21,-2.59,11.83,14.42,74.5,4.43,64.08,0.017,1
Puno,3825,2001-05-22,-3.33,4.76,8.09,78.0,6.08,62.6,0.111,1
Puno,3825,2001-05-23,-1.12,9.28,10.4,52.4,2.75,64.51,0.001,1
Puno,3825,2001-05-24,-3.37,11.34,14.71,85.3,0.0,63.29,0.004,1
Puno,3825,2001-05-25,-0.71,11.42,12.12,74.8,2.61,64.45,2.728,1
Puno,3825,2001-05-26,-1.55,10.57,12.13,76.1,3.92,62.84,0.021,1
Puno,3825,2001-05-27,-2.03,5.82,7.84,60.6,5.71,62.31,0.444,1
Puno,3825,2001-05-28,-3.76,4.44,8.2,79.7,2.35,64.09,2.061,1
Puno,3825,2001-05-29,-2.98,10.75,13.73,85.4,7.29,62.48,0.202,1
Puno,3825,2001-05-30,0.26,9.67,9.41,74.4,0.64,64.33,1.234,0
Puno,3825,2001-05-31,-0.4,9.25,9.65,65.5,3.86,63.62,0.006,1
Puno,3825,2001-06-01,-4.12,9.58,13.7,67.6,2.97,64.51,0.001,1
Puno,3825,2001-06-02,-1.46,6.57,8.03,76.0,6.46,62.07,0.578,1
Puno,3825,2001-06-03,0.13,11.82,11.7,73.0,0.26,64.0,0.829,0
Puno,3825,2001-06-04,-5.96,5.07,11.03,86.7,4.44,62.3,1.666,1
Puno,3825,2001-06-05,-0.45,10.43,10.87,65.6,2.96,60.65,0.052,1
Puno,3825,2001-06-06,-3.49,5.91,9.4,56.1,6.86,63.94,0.886,1
Puno,3825,2001-06-07,-0.42,8.77,9.2,77.2,1.68,63.04,0.0,1
Puno,3825,2001-06-08,-3.77,3.99,7.77,66.4,4.41,64.0,0.79,1
Puno,3825,2001-06-09,-6.37,5.74,12.11,84.8,1.66,63.13,0.033,1
Puno,3825,2001-06-10,-5.92,2.93,8.85,73.7,3.91,63.06,0.01,1
Puno,3825,2001-06-11,-1.75,11.66,13.4,81.4,2.69,64.54,0.317,1
Puno,3825,2001-06-12,-1.19,8.84,10.03,57.8,2.65,63.16,4.548,1
Puno,3825,2001-06-13,-4.1,3.56,7.66,74.8,0.0,62.57,1.443,1
Puno,3825,2001-06-14,-0.22,9.71,9.93,61.8,4.41,62.95,0.853,1
Puno,3825,2001-06-15,-5.96,3.45,9.41,56.1,1.12,63.2,0.121,1
Puno,3825,2001-06-16,-2.04,11.32,13.35,59.9,1.04,60.2,3.405,1
Puno,3825,2001-06-17,-4.87,4.59,9.46,65.1,0.08,63.53,0.013,1
Puno,3825,2001-06-18,-3.47,6.21,9.69,89.6,1.18,64.4,0.382,1
Puno,3825,2001-06-19,-1.73,12.65,14.38,63.6,4.6,62.99,0.022,1
Puno,3825,2001-06-20,-3.99,7.82,11.82,54.4,4.49,62.62,0.0,1
Puno,3825,2001-06-21,-2.82,12.2,15.02,73.6,4.96,63.43,3.104,1
Puno,3825,2001-06-22,0.67,14.52,13.85,71.0,1.24,64.79,0.133,0
Puno,3825,2001-06-23,-3.3,4.5,7.81,64.8,3.97,63.51,2.31,1
Puno,3825,2001-06-24,0.27,13.3,13.03,68.3,2.15,63.26,0.005,0
Puno,3825,2001-06-25,-4.64,9.85,14.49,85.6,5.6,62.65,3.102,1
Puno,3825,2001-06-26,-0.5,13.99,14.48,80.0,4.44,61.97,0.0,1
Puno,3825,2001-06-27,1.77,14.69,12.92,78.0,2.06,63.07,0.726,0
Puno,3825,2001-06-28,-8.0,4.83,12.83,56.1,5.79,63.08,0.733,1
Puno,3825,2001-06-29,-3.79,5.45,9.24,95.0,4.62,61.11,0.044,1
Puno,3825,2001-06-30,-0.33,7.38,7.71,84.9,0.45,62.32,4.1,1
Puno,3825,2001-07-01,-2.29,6.74,9.03,78.0,0.0,64.2,2.605,1
Puno,3825,2001-07-02,-0.89,4.43,5.32,53.9,0.54,62.78,0.013,1
Puno,3825,2001-07-03,-3.29,10.42,13.71,84.1,7.13,60.59,0.021,1
Puno,3825,2001-07-04,-1.49,7.63,9.12,63.2,1.27,64.64,0.309,1
Puno,3825,2001-07-05,-2.11,11.39,13.5,67.6,7.63,62.15,0.128,1
Puno,3825,2001-07-06,1.28,7.67,6.4,45.7,1.15,62.57,0.763,0
Puno,3825,2001-07-07,-0.97,11.87,12.84,52.4,0.92,64.1,1.212,1
Puno,3825,2001-07-08,-0.74,7.66,8.39,75.8,5.44,62.3,0.801,1
Puno,3825,2001-07-09,-2.59,3.56,6.15,84.2,5.54,61.07,0.001,1
Puno,3825,2001-07-10,-2.79,11.48,14.26,79.7,4.72,63.26,1.974,1
Puno,3825,2001-07-11,-2.59,10.19,12.77,79.1,4.99,63.84,0.145,1
Puno,3825,2001-07-12,-0.51,9.73,10.23,68.3,1.74,62.57,0.002,1
Puno,3825,2001-07-13,-2.53,7.17,9.7,64.1,5.33,62.92,0.031,1
Puno,3825,2001-07-14,-0.69,10.12,10.8,73.2,4.03,61.86,0.012,1
Puno,3825,2001-07-15,3.76,13.85,10.08,79.2,2.7,62.05,1.414,0
Puno,3825,2001-07-16,0.75,8.04,7.29,68.6,3.71,62.72,0.33,0
Puno,3825,2001-07-17,-2.2,6.12,8.32,86.3,5.83,63.69,0.225,1
Puno,3825,2001-07-18,1.67,16.6,14.93,65.1,4.36,63.14,0.002,0
Puno,3825,2001-07-19,-2.29,14.6,16.89,55.5,0.0,64.06,0.182,1
Puno,3825,2001-07-20,-6.33,7.42,13.75,70.2,5.46,64.7,0.017,1
Puno,3825,2001-07-21,-3.62,7.06,10.68,70.9,5.29,63.93,0.46,1
Puno,3825,2001-07-22,-5.74,2.63,8.36,68.8,2.67,61.45,0.206,1
Puno,3825,2001-07-23,-1.89,5.15,7.04,86.7,3.76,62.76,0.268,1
Puno,3825,2001-07-24,-0.94,6.26,7.19,79.7,3.75,63.92,0.001,1
Puno,3825,2001-07-25,3.27,10.93,7.66,47.0,0.0,62.92,0.12,0
Puno,3825,2001-07-26,-0.03,15.18,15.2,89.4,2.62,61.42,3.251,1
Puno,3825,2001-07-27,-1.3,12.91,14.21,29.9,2.7,62.49,0.319,1
Puno,3825,2001-07-28,1.34,12.55,11.21,95.0,3.15,60.77,0.039,0
Puno,3825,2001-07-29,-6.21,0.19,6.4,65.6,2.34,62.76,0.562,1
Puno,3825,2001-07-30,-0.01,11.54,11.56,65.0,4.96,62.36,0.436,1
Puno,3825,2001-07-31,1.41,9.77,8.36,66.3,1.72,62.68,0.868,0
Puno,3825,2001-08-01,-4.15,-1.18,2.97,74.1,5.5,64.22,0.06,1
Puno,3825,2001-08-02,2.49,12.26,9.77,66.7,4.85,61.71,0.205,0
Puno,3825,2001-08-03,0.52,7.1,6.58,65.3,6.49,62.32,0.008,0
Puno,3825,2001-08-04,-1.25,5.4,6.65,86.0,7.31,61.9,1.927,1
Puno,3825,2001-08-05,1.48,9.66,8.18,74.7,7.33,64.11,0.085,0
Puno,3825,2001-08-06,5.6,13.06,7.46,52.0,0.89,64.17,0.001,0
Puno,3825,2001-08-07,0.42,9.15,8.73,77.3,4.26,63.4,0.615,0
Puno,3825,2001-08-08,0.63,9.2,8.57,74.1,1.92,63.35,0.017,0
Puno,3825,2001-08-09,-1.04,2.48,3.52,59.6,10.72,61.84,0.023,1
Puno,3825,2001-08-10,-1.98,11.02,13.0,78.5,4.85,63.24,2.694,1
Puno,3825,2001-08-11,2.29,8.26,5.96,63.9,6.62,61.92,0.237,0
Puno,3825,2001-08-12,-1.83,4.19,6.02,64.2,4.46,63.08,1.082,1
Puno,3825,2001-08-13,0.57,8.31,7.74,63.0,0.0,62.7,0.0,0
Puno,3825,2001-08-14,-0.71,7.62,8.34,32.8,1.78,62.45,0.05,1
Puno,3825,2001-08-15,1.73,14.43,12.7,58.6,1.99,63.07,0.096,0
Puno,3825,2001-08-16,1.47,10.81,9.34,76.0,2.64,63.72,0.637,0
Puno,3825,2001-08-17,3.3,13.45,10.15,65.1,4.29,64.82,0.123,0
Puno,3825,2001-08-18,-0.5,8.81,9.31,48.5,4.6,63.59,0.003,1
Puno,3825,2001-08-19,0.2,9.36,9.17,79.7,0.0,65.32,0.015,0
Puno,3825,2001-08-20,-1.48,7.88,9.36,62.5,2.98,63.24,0.007,1
Puno,3825,2001-08-21,-0.06,3.0,3.06,49.1,2.43,64.83,0.0,1
Puno,3825,2001-08-22,2.06,9.82,7.75,95.0,6.54,63.48,1.321,0
Puno,3825,2001-08-23,3.1,14.78,11.68,50.4,4.8,63.28,0.289,0
Puno,3825,2001-08-24,-1.01,18.44,19.45,78.6,3.1,62.87,0.546,1
Puno,3825,2001-08-25,3.52,8.54,5.01,54.1,3.99,63.34,2.394,0
Puno,3825,2001-08-26,4.82,14.37,9.55,66.4,0.0,63.47,0.728,0
Puno,3825,2001-08-27,2.57,9.31,6.75,52.5,4.95,61.62,0.0,0
Puno,3825,2001-08-28,6.28,20.34,14.06,46.6,2.63,63.74,0.117,0
Puno,3825,2001-08-29,-0.22,4.3,4.52,73.1,1.72,61.56,0.0,1
Puno,3825,2001-08-30,-1.26,8.78,10.04,71.8,6.39,63.74,1.457,1
Puno,3825,2001-08-31,-2.53,1.8,4.33,82.5,4.1,63.64,0.003,1
Puno,3825,2001-09-01,5.79,13.16,7.36,63.4,2.04,64.46,0.867,0
Puno,3825,2001-09-02,3.78,11.92,8.14,95.0,2.17,62.18,0.085,0
Puno,3825,2001-09-03,2.12,13.34,11.22,68.7,4.3,62.06,1.862,0
Puno,3825,2001-09-04,3.04,8.23,5.19,72.5,4.13,64.15,0.083,0
Puno,3825,2001-09-05,-0.35,9.7,10.05,46.6,3.56,61.97,0.002,1
Puno,3825,2001-09-06,8.69,16.92,8.23,54.2,0.85,61.87,0.0,0
Puno,3825,2001-09-07,2.98,11.91,8.93,71.8,1.18,63.25,0.007,0
Puno,3825,2001-09-08,2.99,13.83,10.83,63.3,1.85,63.0,0.079,0
Puno,3825,2001-09-09,4.59,9.14,4.55,66.6,3.07,63.2,0.029,0
Puno,3825,2001-09-10,4.09,14.48,10.4,52.7,3.41,63.58,0.062,0
Puno,3825,2001-09-11,3.56,10.09,6.52,65.9,3.15,63.59,1.01,0
Puno,3825,2001-09-12,1.15,12.32,11.17,66.6,3.25,62.96,0.25,0
Puno,3825,2001-09-13,4.4,13.43,9.03,47.4,7.64,63.09,0.01,0
Puno,3825,2001-09-14,8.0,15.49,7.5,71.8,5.37,62.98,0.895,0
Puno,3825,2001-09-15,6.74,13.16,6.42,39.4,6.11,63.08,0.079,0
Puno,3825,2001-09-16,7.5,17.87,10.37,65.5,4.52,61.65,0.0,0
Puno,3825,2001-09-17,2.32,13.91,11.59,89.2,3.66,63.8,0.074,0
Puno,3825,2001-09-18,1.23,7.79,6.56,74.3,4.4,64.09,0.445,0
